商品评论,情感分析结果,评价倾向
看了许多奶粉，也看了许多广告，觉得还是安满的牌子最好，有助于孕妇吸收，脂肪含量没有或者很低，其他就是挺好喝的，分量很足也不贵，适合广大妇女同志享用。老婆每天晚上雷打不动喝一杯，感觉越来越漂亮，心情棒棒哒，有需要再回购！,0.9999974521991519,喜欢
非常满意，与经常喝的港版普通安满奶粉相比，这个脂肪含量更低，铁和锌的含量更高。最喜欢的是这个包装设计，勺子在顶层有个隔层，不用去奶粉里去捞了，每次使用完再放回，也没有手拿勺子放到奶粉中的污染风险。看评论说口感偏甜，我实际喝下来还是蛮清淡的，也比较易溶解。从怀孕开始，陆陆续续的美赞臣、雅培惠氏、安满几个牌子的中档和高档孕妇奶粉喝了个遍，因为这营养成分到底哪个更科学，更适合自己，谁也说不准，索性各个品牌轮着喝，营养更加均衡全面。现在哺乳期了，基本上固定喝安满这两款。搞活动299两罐，和普通装的差不多价格了，实惠。,0.999999965124733,喜欢
不错，收到货了，尝了一下，不是很甜，也不像有的羊奶很难以下咽。味道清新，营养元素也很全，卖家送了小勺子，赞一个！,0.8944550258456274,喜欢
先喝了试用装 像是正品 毕竟孕妇的东西 在实体喝了几罐很贵 网上这个便宜 买了试试 没什么差别 喜欢这个奶粉 不会便秘 会一直喝。,0.9143235903830468,喜欢
东西很不错，也很新鲜的日期，买来喝很放心，价格也很合适，喝完会继续来买，老板也很给力服务也不错，良心卖家吧，希望多出一些活动给到孕妈吗，哈哈哈，还是挺满意的，跟实体店买的没区别,0.9993679661970303,喜欢
很满意，从小到大第一次喝奶粉，小时候我妈说我从来没喝过奶粉，这味道还可以，挺喜欢的，我觉得吧水温很重要，我是半杯刚烧开的水加半杯饮水机冷水，放下去搅拌即容，好喝，哈哈，喝完再回购，这个孕期喝奶粉就你们家了。,0.995811904855454,喜欢
怀孕为了补充营养，找了很多款奶粉，安满这一款，性价比比较高，口感也非常喜欢，味道比较清淡不腥，吃起来有淡淡的牛奶味。期间也喝了其他品牌的奶粉，相对而言还是比较喜欢这一款。这一款性价比比较高。在活动的时候买，还会有赠品，选择京东主要是相信京东的品质，上面有防伪的码，扫了证明是正品。,0.9999875948489642,喜欢
怀孕开始一直喝的安满的这款孕妇奶粉。含有多种维生素，富含叶酸，额外添加了乳双歧杆菌和DHA。每天我都是早上一杯再泡上麦片，晚上睡前一杯。可以满足孕期的额外营养需求，有助于胎儿发育。生完宝宝的哺乳妈妈也可以喝。,0.999988250044749,喜欢
罐装奶粉还送的量勺，200ml温水加四勺奶粉冲调很方便。口感也不是很腥，奶味很足还伴有淡淡的甜味。是一款很适合准妈妈和哺乳妈妈的奶粉，推荐！,0.999972377412406,喜欢
选择安满奶粉，主要是看中它里面有一个联动配方，1000万脑细胞连接。能让宝宝更加的聪明。最重要的是他口味非常清淡，不含蔗糖。喝了也会更加放心。看到搞活动就马上入手了，感谢榴莲小山竹客服的贴心服务。让我感觉到这款奶粉是非常有性价比的。以后喝得好的，还会继续一直来关注的。,0.9999987149769115,喜欢
从怀上了三个月后 就开始喝 一直喝到分娩前一个月。医院里的护士介绍的，说孕妇要吃燕窝，后三个月喝孕妇奶粉，前三个月鹿茸，等等，反正喝完了就上京东，没有断过。感觉很不错，价格实惠，快递给力，值得购买。。。,0.9998395795326233,喜欢
正品验证：京东品质值得信赖。,0.9734842971168679,喜欢
营养添加：营养丰富什么物质都有。,0.9824474304079208,喜欢
脂肪含量：脂肪含量非常低，低脂奶粉。,0.9241523148271723,喜欢
口感：口感鲜甜，不发腥味，很好入喉。,0.010794320501870014,不喜欢
消化吸收：听老婆是易消化，口感好。,0.9823361838559213,喜欢
其他特色：这是第二罐了，老婆说以后就买这个牌子的，非常香味很浓，有牛奶味，大家可以多买一些存着。,0.43994136221347513,一般
正品验证：扫了码，证实是正品，从怀孕开始一直都在这家店买，没发现有什么问题！,0.005487989819896288,不喜欢
营养添加：营养比较均衡，从怀大宝到现在怀二宝都是喝这个牌子的，感觉很好！,0.9947953802195293,喜欢
脂肪含量：脂肪含量应该不高，长胎不长肉，因为我生完大宝一个月就恢复了！,0.34663286420518213,不喜欢
口感：没有腥味，很喜欢！,0.7717608783084793,喜欢
消化吸收：易吸收,0.8942728569032886,喜欢
其他特色：喜欢喝！,0.9966759937618899,喜欢
正品验证：买了好几次了，正品无疑，日期很正,0.5640873475634832,一般
口感：老婆说口感很好，不会腻，也不上火，喝完就赶紧补上，香味很浓,0.8015379773549683,喜欢
消化吸收：老婆每次都是早上和晚上喝，尤其是晚上，喝完睡眠很好，老婆说有助于消化，对身体很好,0.9999998579126246,喜欢
其他特色：看中了它是原罐进口，牌子也很有名。,0.9872535321674044,喜欢
正品验证：扫码验证了，确保正品，能够很好的溯源。,0.1907505375723424,不喜欢
营养配方：富含宝宝成长所需要的各种营养成分，平常再搭配主食，基本上不用担心宝宝的成长。,0.9999948962192862,喜欢
消化吸收：每天晚上给宝宝冲150ml左右，基本上都能够喝完，然后就乖乖的睡觉。,0.9998852465592127,喜欢
溶解性：易溶性还是很好的，放到水里，一会就溶解了。,0.11627393403709418,不喜欢
口感：淡淡的甜味，是我想要的味道，而且温水很容易搅拌均匀。喝起来很香，虽然我自己平常很懒，但是一想到它既营养丰富，而且操作也简单，便会每天泡上两杯补充能量。,0.9997924728830266,喜欢
运输：快递包装的很好，很结实。而且京东快递快捷、方便。直接送货到家，对品质和速度都很放心！,0.20906976920996168,不喜欢
值得继续回购！,0.8063411376759839,喜欢
已经买过一次了，所以很放心，给孕妈喝的。在东上面之前做过功课，而且老婆觉得很不错，也没有上火的情况，现在宝宝已经出生了，孕妈更需要补充营养。除了日常膳食，孕妇奶粉提供了更多更全面的微量元素。时不时来上一两杯，也是需要的，推荐购买。,0.9999998133763646,喜欢
这款婴儿奶粉真的是不错的，孕期一直喝的安满奶粉。然后因为奶粉继续用安满的，主要看中了他一个口感清淡。不添加蔗糖。感觉味道非常好，宝宝很爱喝。还有感谢榴莲小山竹客服的热情服务。以后买奶粉就认准安满了，特色的他家的一个配方联动配方。非常看重这一点，这样子对孩子以后上学的记忆力都有很大的好处。还会继续来光顾的。,0.9999999999995626,喜欢
感谢客服榴莲小山竹。,0.7732018802349072,喜欢
选择安满看中的是国际百年大品牌，而且溶解性非常好，各方面的营养素都比较均衡，很适合孕期哺乳期食用，而且奶味香浓可口。每次冲调奶粉准备好一个干净奶瓶，200ml40度温水4勺奶粉，补充足够的营养最好是早晚各一杯，这样宝宝和妈妈的营养就充了。京东配送很快，包装也非常好，而且价钱也很便宜。,0.9999999999733475,喜欢
安满的婴幼儿奶粉，此款奶粉属于进口的奶粉，奶粉细腻，比国内的奶粉颜色偏黄嫩些，口感也微甜，还很香。营养价格也非常高，很适合宝宝长身体。奶粉产地是新西兰，那边环境好，出口的奶粉质量有保证。,0.9999999935002521,喜欢
安满奶粉还是很牛的呀，新西兰的老品牌了，业界口碑很好。婴幼儿系列的奶粉比较细腻，好冲开也好消化，宝宝肠胃没什么负担，而且还有益生菌和益生元组合。孕妇版的味道鲜美，物流快，很好喝，下次还买，推荐每个孕妈购买。,0.9999918414997842,喜欢
孕期前三个月吃不下什么东西，担心营养不足，在朋友的介绍下，买了这款安满奶粉。奶味很香醇，喝起来很舒服，所以早晚来一杯。在实体店买的一罐喝完后，大过年的，在京东上买。三十晚上下单，没想到正月初二竟然送达了！日期也新鲜哦！以后可以继续京东购咯！,0.744618415310191,喜欢
正品验证：首先肯定是正品，买了这么多年了，还没踩到雷。,0.6528747566661774,喜欢
营养添加：这款奶粉营养很全面，dha含量也挺高的，其他的营养也都可以。,0.998982103184682,喜欢
脂肪含量：脂肪含量不是很高。,0.9765471250649768,喜欢
口感：口感清淡，奶味很足，没什么腥味。,0.10441905115004535,不喜欢
消化吸收：喝了好几罐，没什么上火的现象，多喝水就没有任何问题。,0.7914784930967154,喜欢
在网上对比了好多，最后还是选择安满的，也是第一次买不知道真假，所以抱着试一试的态度买了，果然没让人失望。买回来就让老婆冲着喝了，说挺香的，没有很腻的感觉，自己也想试一试，也冲着喝了，味道很不错，值得推荐。,0.9998127044838244,喜欢
老婆二胎，整天胃口不好，营养补充不进去，想到孕妇奶粉补充一下营养。挑选了很多品牌，这款销量多，口碑也好，试着买了一罐。京东送货很快，果然如大家说的，没有反胃的状态出现，早晚各一杯，配上新鲜水果，补充营养，而且包装也很严密，就是小勺子深深埋在奶粉里面，不好找。喝完还会买。,0.9999956481632212,喜欢
看销量第一就下单了，昨天收到的，喝了两次觉得奶味很重，没什么特别的甜味适合孕妇喝，至于营养什么的也没办法去考证，看说明是很丰富，喝喝看吧,0.9874599983494302,喜欢
最早是朋友介绍，到后面自己认可！已经买了好多次了！  我喝的也是安满孕妇奶粉，大宝喝的也是安满！感觉挺不错的！这个品牌值得信赖！口感香醇，香味浓郁！ 主要是营养比例不错！  物流很快，基本上都是隔天到！会一如既往支持！,0.9999992820705551,喜欢
购物我手软，京东京东购物就是方便，今天下单，明天到客服服务态度好，耐心细心的解答各种问题，这款安满奶粉非常好，老婆怀孕以来一直都在喝这个奶粉，这款奶粉外包装设计比较好，其次，奶粉质量非常好，老婆第一次喝了之后就感觉不会有腥的味道，一直以来一直喝的是这款奶粉，推荐哪家？,0.9963137816373278,喜欢
正品验证：是正品,0.5351762991331489,一般
营养配方：科学配方  营养全面好吸收,0.8447968100107907,喜欢
消化吸收：吸收不错,0.9837724419276649,喜欢
溶解性：溶解性良好,0.9538097365105331,喜欢
其他特色：好吸收  ,0.9602320689446076,喜欢
这款奶粉的配方很科学    营养成分比较全面  能够满足宝宝的生长所需  我家宝宝吸收很好  而且很容易就能摇匀食用了   这是三小罐的连装  比较方便携带   很满意,0.999998140484463,喜欢
正品验证：是我值得信赖的大牌子。,0.9306669859456486,喜欢
营养添加：更好营养补充。,0.9881034355533124,喜欢
脂肪含量：量不错。 ,0.9556640225960857,喜欢
口感：口感浓厚，有很香的奶味。,0.9127737170441617,喜欢
哺乳期需要营养，再买几桶继续喝，营养不能停呢！这个从怀孕就开始卖，家里全是奶粉桶了，哈哈，口感很好，甜而不腻，孕吐也不影响，营养还充足，推荐大家购买，物流速度越来越快，第二天肯定能收到，不耽误喝。包装精致，非常满意，五星好评！,0.9992247857125689,喜欢
奶粉非常好喝，适合刚怀孕的时候喝一点味道也不容你甜度刚刚好，味道醇厚非常喜欢包装非常精美，还送了个奶粉和价格也非常合适，主要是喜欢和推荐大家购买这个特别适合孕妇，，营养够了，生出来的宝宝白白胖胖，五星好评。,0.9999999969259401,喜欢
朋友推荐买这个品牌，说是很适合，这是我购买的第二瓶，物流快，今晚喝完，在十一点四十五分下单，第二天早上就到家，一点也不耽误补充能量时刻，味道很纯香，不腻，很贴心，有教育怎么冲奶粉，比例，水的温度，零基础的宝妈觉得太好的趴，宝妈喜欢可以入手。,0.9999998224026136,喜欢
包装很好，快递运送也很注意保护，无损伤，重点是速度很快，昨晚十一点购买，今天早上八点多就收到，辛苦快递小哥了。这是第二次购买，味道很好，冲起来也很方便，按照说明一分钟内就可搞定，每天一杯，营养健康。打算喝完继续来买，很赞,0.9998906404697717,喜欢
从怀孕到现在孩子出生了，宝妈还一直坚持喝这个奶粉，她说喝这个，睡的好睡得香，不上火，她也一直推荐身边朋友喝这个安满奶粉，物流很快，优惠力度再多一些更好！,0.9999999999823659,喜欢
安满（A**um）智孕宝 孕妇配方奶粉（新西兰原装进口）,0.33744093564056865,不喜欢
很幸运抽中了安满婴儿奶粉3段的免费试用装，付了7块运费到手。孕期就一直喝安满孕妇奶粉，口感好，奶味儿浓郁，配方科学营养全面。孩子小时候是母乳，少量加点奶粉，大了开始喝配方奶粉，前前后后试了很多牌子，国产最好的和各种进口的，最后还是定了安满。一是量大实惠，二是营养成分全面，三是恒天然集团大品牌，质量要求严格，信得过。婴儿奶粉比孕妇奶粉更甜一点，口感不太一样，孕妇奶粉跟普通奶粉口感一样，婴儿奶粉略有腥味儿，一段还添加了DHA，二段和三段都是根据宝宝不同发育阶段进行配方含量调整，三段喝的时间更长久，打算让宝宝一直喝，他不爱吃蔬菜，配方奶粉正好含有多种维生素和矿物质还有微量元素，能弥补食物摄入少的那部分，一天两顿，配合维生素D，希望促进骨骼和牙齿发育，年幼时候补钙和优质蛋白质，给身体一个优质的营养基础。安满婴儿奶粉虽然是小罐，但是每一罐都有密封包装和追溯码，日期也特别好，细节很用心，奶粉偏黄，里面配了小勺子，支持，会一直回购。,0.9999999999886029,喜欢
买第三次，宝宝爱喝这种奶，之前喝美素佳儿会过敏，偶然给它喝安满，很惊喜没有过敏，怀孕的时候也是喝的安满，口感不错，淡淡的，没想到现在也出了婴幼儿奶粉，真是太好了，新会员享优惠五折，买三瓶送三瓶，小罐容易携带！,0.9999965938211848,喜欢
正品验证：闲着没事还真扫描了下溯源二维码，一如即往的相信京东,0.04661017410273649,不喜欢
营养添加：生素 D跟钙的含量都高于我之前买的其它牌子的产品,0.5544980232210466,一般
口感：清香滑润适合我的口味没有一点腥味,0.25638809649373284,不喜欢
消化吸收：之前也买过几次了从来没出现过拉肚子的情况，看来还是挺适合我的肠胃,0.734635979797538,喜欢
其他特色：性价比还很高，很感谢能有这样一款适合我这种高龄孕妇的老牌进口奶粉,0.99999658337068,喜欢
脂肪含量：每杯才15%的脂肪含量，像这种低脂的奶粉早晚各一杯都妥妥的不用担心,0.5805731704114082,一般
在京东商城买过多次安满了，之前怀孕时喝的也是安满孕妇粉，味道清谈，不添加防腐剂，不添加香精，不添加助容剂，很适合中国宝宝喝，温和不上火，还添加的益生菌，使宝宝肠胃好，增强免疫力，免疫力好了就很少生病，还有DHA促进宝宝脑部发育，增强记忆力，物流有块，今天下单第二天就到了,0.9999999878731906,喜欢
我是5月25日在京东自营平台购买 商家当天完成拣货发货 第二天中午就收到货了 货物保存完好 无磕碰和损伤 京东自营 买的就是放心,1.089755941041659e-08,不喜欢
打开包裹 奶粉由气泡袋裹得严严实实 保护的很全面 这款奶粉是新西兰进口奶粉 安满品牌在进口奶粉中也是口碑和实力齐全 给与宝宝安心的奶 安心的爱,0.9999980480467904,喜欢
这罐奶粉的容量是400g 便于保存 不会因为使用周期长而变质 同时400g也方便携带 奶罐密封性很好 打开奶罐 奶粉很细腻 无异常现象 浓烈的奶香味,0.969989616987502,喜欢
当天晚上就冲泡了一杯 奶味浓郁 味道清淡 奶粉溶解率和溶解速度很快 轻轻搅拌一下就全部溶解了 不会结块 奶粉各方面的营养成分也很高 补充小宝宝所需的营养 宝宝喝了无便秘和上火现象 活动的时候多囤几罐 五星好评 后面还会回购,0.27256137728749485,不喜欢
马,0.6666666666666666,喜欢
怀孕期间，孕妇的膳食结构需要均衡，但是光靠膳食补充还不能满足身体的全部需求，还要通过额外的摄入来保证宝宝的生长发育，而孕妇奶粉是最好的，它是在牛奶的基础上，再进一步添加孕期所需要的营养成分，包括叶酸、铁质、钙质、DHA等营养素。安满的这款孕妇奶粉营养成分种类很多，手机上看好多人都喝这个奶粉，拆开喝了两次，味道不是很甜很浓，但是又有奶的味道，口感喝着正好。,0.9999999983239056,喜欢
口感香醇细滑，有着纯正的奶香味，没有其他异味，口感清淡，安满奶粉配方中没有添加蔗糖，可以避免宝宝肥胖和蛀牙的产生，这样的味道，宝宝很喜欢喝。,0.9998994741259596,喜欢
安满奶粉非常不错，货物包装完整，没有损包破包，非常满意。物美价廉。 奶粉里面营养成分表里面的东西很多，感觉特别不错，能量，蛋白质，脂肪，碳水化合物，维生素还有矿物质也有可选择成分，感觉特别多。奶粉中含有丰富的蛋白质，脂肪和多种维生素，营养成分非常丰富，而且奶粉更能保护宝宝的眼睛健康，帮助宝宝恢复体能。京东物流没的说，当天送达，很方便！,0.9999999612122816,喜欢
奶粉日期很新鲜，口感很好，说起来有点微甜，营养是很全面的，脂肪含量也很足，喝这个奶粉是我最喜欢喝的孕妇奶粉了，这个奶粉的喝了也不会便秘，很好，消化吸收，京东双11买的时候还是很划算的。而且送货超快，京东小哥快态度非常好,0.9999999807978578,喜欢
正品验证：是正品，外面还有完好无损的塑料包装,0.01911918841443172,不喜欢
营养添加：营养非常丰富不管是孕期还是哺乳期的妈妈都可以使用，给宝宝更好的营养。,0.9999279687440845,喜欢
脂肪含量：很低,0.9000225204739014,喜欢
口感：很好,0.7478079805248605,喜欢
消化吸收：好吸收,0.9366371815600528,喜欢
其他特色：就是奶白色,0.795488771661832,喜欢
奶粉没的说，太棒了，媳妇说喝得感觉很好，看营养成分也挺好，很全面的。已第二次购买。物流速度很快，基本上次日达，一点也不耽误用，棒棒哒！,0.9987365153712885,喜欢
就是价钱再便宜点就更好了?,0.7629595454534659,喜欢
正品验证：非常好，是正品，很好喝，一点都不腥,0.8931107481846338,喜欢
营养添加：怀孕母乳都喝的这款奶粉，对身体好,0.9998424133978694,喜欢
脂肪含量：吃了没有长胖,0.7354630453811493,喜欢
口感：好喝，不腥,0.8028482304104017,喜欢
消化吸收：很好吸收,0.9697029680809401,喜欢
其他特色：很便宜，比其它奶粉便宜多了，吃了口感好，营养丰富，怀孕的时候天天喝，现在哺乳期也天天喝，在网上买了很多次了，信赖京东，好产品,0.9999891984083523,喜欢
是正品，已经喝了几罐，孕期一直喝的是安满孕妇奶粉，口感很好，不会很甜，淡淡带有一点点甜味道，个人喝了不会反胃和不适感，而且喝这个脂肪也不会长，孕期到生的体重在正常范围内，每次产检一次通过，宝宝也很健康，能吸收到里面的营养成分，京东值得信任,0.9999998090063652,喜欢
正品验证：验证确实是正品，京东东西靠谱,0.08183710322285664,不喜欢
营养添加：营养成分挺全面，适合孕妇喝，各种维生素叶酸都有补充,0.998057668610859,喜欢
口感：闻起来很香，喝起来也爽口，口感不错,0.8928596057915095,喜欢
消化吸收：吸收效果不好判断哈，但是感觉消化是没问题，每天都有饮用，没有任何不良反应,0.828432953611446,喜欢
其他特色：生产日期很新，值得购买,0.9967352414653345,喜欢
正品验证：应该是正品，连续买好几次了。,0.5881417289169221,一般
营养添加：吃不出来什么感觉，觉得还可以。,0.8748432820909207,喜欢
脂肪含量：营养全面，吃了长胖，所以晚上都不太好喝太多了。,0.4434049336698419,一般
口感：口感不错。不腥，香甜，推荐给姐姐，她也很接受。,0.9936023852999617,喜欢
消化吸收：吃了也没有拉肚子反应，没有便秘，所以可以。,0.9913181425670555,喜欢
其他特色：这次活动有优惠券买的，挺实惠的，最便宜的一次，很不错！,0.9997743750742669,喜欢
老婆大人孕育老大的时候就喝这个，现在孕育老二也喝，老婆大人说这个味道不腻，挺好喝的，看中的就是营养全面，好多要补充的营养都有，追重要的是脂肪含量不是很高，还是怕大人体重增加太快，孩子长得太胖，生的时候大人遭罪。,0.9999999995430162,喜欢
这应该是我吃的第六罐安满奶粉了，从怀孕的时候就一直喝，这款奶粉的口味很好，没有难闻的奶腥味，入口微甜，奶香味很足。,0.9987741583884404,喜欢
快递很给力，当天晚上下单，第二天中午就到了。外包装完好，无破损。收到货喝了两天才来评价，奶粉易冲化，口感很不错，甜味适中，有奶香味。营养丰富，有助于消化！睡前喝一杯，晚上睡得香！喝完这罐再来屯点货吧！,0.9996292983718391,喜欢
第二次买这个，安满味道没有那么腥，觉得很好接受。不过据说喝了容易长胖，感觉是真的了。已经胖了30斤，不敢每天都喝。但是这个奶粉确实还是挺不错的。性价比也高。可以推荐。京东快递也很快，春节买的，遇上特殊时期。幸好有京东了！,0.992733935365752,喜欢
